taxonomy	Av_abun	Log_av_abun	No_Samp	Total_Samp	Perc_occu	sum_DU1	sum_WF	sum_RI	IN_DU1	IN_WF	IN_RI	No_Sites	Site	Gills_Sum	Stomach_Sum	Gills_PA	Stomach_PA	Habitat_sum	Habitat	OTU_Name	Of_interest
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__Chitinophagaceae: g__: s__	0.109375	-0.961081934	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo75221	No
k__Bacteria: p__Bacteroidetes: c__[Rhodothermi]: o__[Rhodothermales]: f__Rhodothermaceae: g__: s__	0.0625	-1.204119983	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo86092	No
k__Bacteria: p__Acidobacteria: c__Sva0725: o__Sva0725: f__: g__: s__	0.046875	-1.329058719	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo89380	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo178505	No
k__Bacteria: p__Acidobacteria: c__Sva0725: o__Sva0725: f__: g__: s__	0.0625	-1.204119983	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo245372	No
k__Bacteria: p__Bacteroidetes: c__[Rhodothermi]: o__[Rhodothermales]: f__Rhodothermaceae: g__: s__	0.0625	-1.204119983	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo251469	No
k__Bacteria: p__Cyanobacteria: c__Synechococcophycideae: o__Pseudanabaenales: f__Pseudanabaenaceae: g__: s__	0.140625	-0.851937465	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo279600	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.03125	-1.505149978	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo306156	No
k__Bacteria: p__Cyanobacteria: c__Synechococcophycideae: o__Pseudanabaenales: f__Pseudanabaenaceae: g__: s__	0.0625	-1.204119983	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo339487	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Piscirickettsiaceae: g__: s__	0.046875	-1.329058719	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo351631	No
k__Bacteria: p__Cyanobacteria: c__Oscillatoriophycideae: o__Chroococcales: f__Xenococcaceae: g__: s__	0.15625	-0.806179974	2	64	0.03125	0	2	0	0	1	0	1	WF	2	0	1	0	1	Gills	denovo364158	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__DRC31: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo591165	No
k__Bacteria: p__Planctomycetes: c__OM190: o__CL500.15: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo591487	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo592630	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__Mycoplasmatales: f__Mycoplasmataceae: g__Mycoplasma: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo593174	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__Sulfurimonas: s__	0.09375	-1.028028724	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo593704	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__mitochondria: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo595721	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__Sulfurimonas: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo597441	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo597585	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.09375	-1.028028724	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo598114	No
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__Saprospiraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo600325	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.046875	-1.329058719	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo602056	No
k__Bacteria: p__TM6: c__SJA.4: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo602770	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo606591	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Myxococcales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo606626	No
k__Bacteria: p__Bacteroidetes: c__BME43: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo608241	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Alteromonadales: f__OM60: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo608776	No
k__Bacteria: p__Verrucomicrobia: c__Verrucomicrobiae: o__Verrucomicrobiales: f__Verrucomicrobiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo610046	No
k__Bacteria: p__Firmicutes: c__Erysipelotrichi: o__Erysipelotrichales: f__Erysipelotrichaceae: g__Erysipelothrix: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo610125	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo611077	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__Winogradskyella: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo611555	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo612627	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo615002	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo616046	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo618212	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__Chromatiaceae	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo621636	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo622379	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo623475	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__Hahellaceae: g__Hahella: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo624166	No
k__Bacteria: p__GN02: c__BB34: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo627172	No
k__Bacteria: p__Planctomycetes: c__Planctomycetia: o__Pirellulales: f__Pirellulaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo632305	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo634358	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Rhodophyta: f__: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo642234	No
k__Bacteria: p__Lentisphaerae: c__[Lentisphaeria]: o__Victivallales: f__Victivallaceae: g__: s__	0.0625	-1.204119983	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo644321	No
k__Bacteria: p__TM6: c__SJA.4: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo644322	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo644932	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo647652	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo648213	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__Chromatiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo650331	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo651093	No
k__Bacteria: p__Acidobacteria: c__Sva0725: o__Sva0725: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo651126	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Legionellales: f__: g__: s__	0.125	-0.903089987	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo651462	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo652897	No
k__Bacteria: p__Verrucomicrobia: c__Opitutae: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo653663	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo654137	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo654995	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo656474	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo656795	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo658494	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo659119	No
k__Bacteria: p__Acidobacteria: c__Holophagae: o__Holophagales: f__: g__: s__	0.09375	-1.028028724	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo659772	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo661093	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__SB.1: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo663114	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Legionellales: f__Coxiellaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo663472	No
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__Saprospiraceae: g__Saprospira: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo663592	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Legionellales	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo664264	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo666784	No
k__Bacteria: p__TM6: c__SBRH58: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo666974	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__[Weeksellaceae]: g__Cloacibacterium: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo669710	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__Caldilineales: f__Caldilineaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo673548	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Myxococcales: f__Nannocystaceae: g__Plesiocystis: s__	0.046875	-1.329058719	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo678480	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo678587	No
k__Bacteria: p__Cyanobacteria: c__4C0d.2: o__YS2: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo678845	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo679106	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__: g__: s__	0.046875	-1.329058719	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo679555	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__Phaeobacter: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo679794	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo680155	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.046875	-1.329058719	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo680380	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo680440	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__[Weeksellaceae]: g__Cloacibacterium: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo680987	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo682517	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo684265	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Thiotrichales: f__Thiotrichaceae: g__Cocleimonas: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo687831	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo690198	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo690462	No
k__Bacteria: p__Firmicutes: c__Clostridia: o__Clostridiales: f__Peptostreptococcaceae: g__Peptostreptococcus	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo691611	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Chromatiales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo693418	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Bdellovibrionales: f__Bdellovibrionaceae: g__Bdellovibrio: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo693459	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria	0.34375	-0.463757293	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo696075	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfarculales: f__Desulfarculaceae: g__Desulfarculus: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo698444	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo700707	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo700760	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Oceanospirillales: f__Oceanospirillaceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo701744	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo704186	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Helicobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo704784	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rhodobacterales: f__Rhodobacteraceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo705470	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo706256	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo711772	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__Rickettsiales: f__Rickettsiaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo714989	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo717406	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Cercozoa: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo717799	No
k__Bacteria: p__Chloroflexi: c__Anaerolineae: o__Anaerolineales: f__Anaerolinaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo717801	No
k__Bacteria: p__Proteobacteria: c__Alphaproteobacteria: o__BD7.3: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo720623	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo722133	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobacteraceae: g__Desulfosarcina: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo723473	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo727532	No
k__Bacteria: p__Bacteroidetes: c__Flavobacteriia: o__Flavobacteriales: f__Flavobacteriaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo729437	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Haptophyceae: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo735215	No
k__Bacteria: p__Proteobacteria: c__Betaproteobacteria: o__Burkholderiales: f__Comamonadaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo735956	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo738169	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Chlorophyta: f__Mamiellaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo744081	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo744755	No
k__Bacteria: p__Bacteroidetes: c__Bacteroidia: o__Bacteroidales: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo745462	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo749140	No
k__Bacteria: p__Proteobacteria: c__Gammaproteobacteria: o__Legionellales: f__Legionellaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo750732	No
k__Bacteria: p__Proteobacteria: c__Epsilonproteobacteria: o__Campylobacterales: f__Campylobacteraceae: g__Arcobacter: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo751221	No
k__Bacteria: p__Cyanobacteria: c__Synechococcophycideae: o__Synechococcales: f__Synechococcaceae: g__Synechococcus: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo751618	No
k__Bacteria: p__Tenericutes: c__Mollicutes: o__: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo752093	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Bdellovibrionales: f__Bacteriovoracaceae: g__Bacteriovorax: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo754216	No
k__Bacteria: p__Bacteroidetes: c__[Saprospirae]: o__[Saprospirales]: f__Saprospiraceae: g__: s__	0.03125	-1.505149978	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo757359	No
k__Bacteria: p__Proteobacteria: c__Deltaproteobacteria: o__Desulfobacterales: f__Desulfobulbaceae: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo757687	No
k__Bacteria: p__Cyanobacteria: c__Chloroplast: o__Stramenopiles: f__: g__: s__	0.015625	-1.806179974	1	64	0.015625	0	1	0	0	1	0	1	WF	0	1	0	1	1	Stomach	denovo762013	No
